Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,VT,2023,12,Male,16,Ambidextrous,155.4,29.21,183,2,Bus,20,0.38,34,Football (American),513,380,738,856,43,43,29.21,Same length,88.9,88.9,Same length,September,Fall,No,No,No favorite,Milk,Physical education,10,8,4,Yes - other,In person,0,0,10,0,0,35,10,5,3,0,3,15,0,5,A lot,Some college,Rock and roll,Freeze time,Happy,Sports person,Education/Youth development
USA,NC,2023,12,Male,17,Right-Handed,182,26,180,2,Car,10,0.329,58,Basketball,556,476,631,604,802,807,25,Right foot,115,110,Index finger,October,,No,No,Meat,Water,Other,7,8,4,Yes - broadband connection,Cell phone,20,20,4,2-Jan,6,4,12,0,15,1,20,2,0,1,Very little,Graduate degree,Rap/Hip hop,Freeze time,Happy,Sports person,"Arts, culture, sports"
USA,OR,2023,10,Male,16,Right-Handed,168,23,168,1,Car,10,0.415,27,Skateboarding/Rollerblading,775,695,759,738,289,439,23,Same length,84,77,Index finger,February,Fall,No,No,Pizza/Pasta,Milk,English,8,12,5,Yes - broadband connection,Text messaging,400,400,5-Mar,0,3,75,1,4-Feb,0,75,50,6,0,0,Some,Undergraduate degree,Other,Fly,Happy,Actor,Environment
USA,IN,2023,11,Female,16,Right-Handed,165,23.8,,1,Car,4,0.35,50,Tennis,600,700,600,550,600,950,24,Left foot,50.8,49.5,Ring finger,May,Fall,Yes,No,Fruit,Water,Art,7,8,6,Yes - broadband connection,Text messaging,30,39,8,1,9,10,18,1,10,3,6,5,15,6,A lot,Undergraduate degree,Pop,Invisibility,Happy,Friend,Education/Youth development
USA,TX,2023,12,Female,18,Right-Handed,123,85,66,2,Bus,11,0.371,40,Athletics,690,1000,1000,711,,,49,Same length,850,456,Index finger,December,Spring,No,No,Rice/Noodle dishes,Water,Mathematics and statistics,7,8,6,Yes - broadband connection,In person,50,100,10,14,0.5,28,7,2,35,14,14,14,31,28,Very little,Graduate degree,Rap/Hip hop,Telepathy,Happy,Relative,"Wildlife, animals"
USA,IN,2023,11,Male,17,Left-Handed,190.5,29.21,203.2,2,Car,7,0.274,42,Golf,700,800,600,600,500,1000,29.21,Same length,127,139.7,Ring finger,June,Fall,Yes,No,Meat,Water,Mathematics and statistics,8,9,4,Yes - broadband connection,Text messaging,80,85,7,1,3,12,6,1,4,2,20,6,15,1,Very little,Graduate degree,Rap/Hip hop,Invisibility,Happy,Sports person,Health
USA,NC,2023,12,Female,18,Right-Handed,158,21,152,1,Car,9,0.536,41,Swimming,1000,1000,1000,1000,251,604,20,Right foot,90,91,Ring finger,December,Summer,Yes,No,Vegetables,Water,English,7,9,3,Yes - other,Internet chat or instant messaging,28,29,6,4,0,0,1,3,5,2,30,26,26,2,A lot,Graduate degree,Country,Fly,Happy,Musician or singer,Education/Youth development
USA,NC,2023,12,Female,18,Right-Handed,160,22.9,160,1,Bus,15,0.322,60,Gymnastics,439,540,578,578,594,631,22.92,Left foot,88.9,76.2,Index finger,April,Spring,Yes,No,Pizza/Pasta,Tea,Science,6,9,3,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",1,2,5,3,0,3,7,4,28,3,30,16,6,2,Some,Graduate degree,Pop,Fly,Happy,Relative,"Arts, culture, sports"
USA,MI,2023,12,Male,18,Right-Handed,,,,3,Car,15,0.34,35,Soccer,791,492,925,535,100,690,,,,,Same length,December,Summer,No,No,Meat,Water,Science,7,10,5,Yes - other,In person,20,20,5,0.5,2,6,1,4,5,1,2,6,0,3,Very little,Undergraduate degree,Rap/Hip hop,Telepathy,Happy,Sports person,Education/Youth development
USA,SC,2023,11,Male,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2023,10,Male,16,Right-Handed,185,31.5,187,1,Car,5,0.299,44,Football (American),600,400,100,300,800,800,31,Right foot,21,22,Ring finger,March,Fall,No,No,Poultry,Water,Mathematics and statistics,8,7,4,Yes - broadband connection,Internet chat or instant messaging,13,16,4,0,2,2,8,30,16,5,6,8,0,2,A lot,Undergraduate degree,Rap/Hip hop,Freeze time,Rich,Sports person,Health
USA,NC,2023,11,Male,17,Right-Handed,182,29,187,2,Car,10,0.293,37,Walking/Hiking,800,800,800,600,900,1000,29,Same length,7.56,7.84,Ring finger,February,Winter,No,No,No favorite,Water,Music,7.5,10,4,Yes - broadband connection,In person,30,10,5,0.5,10,10,10,30,5,5,120,5,0,5,A lot,Graduate degree,Pop,Freeze time,Happy,Other,Environment
USA,FL,2023,12,Female,17,Right-Handed,160,24.5,,1,Car,15,0.417,,Lacrosse,,,,,,,24.6,Same length,75,70,Index finger,March,Spring,No,No,Seafood,Water,Science,9,9,3,Yes - other,In person,85,79,3,1,2,1,4,0,3,1,18,3,0,0,Some,Graduate degree,Rap/Hip hop,Invisibility,Happy,Sports person,Health
USA,GA,2023,12,Female,17,Right-Handed,163,23,163,1,Car,8,0.439,35,Dancing,300,200,300,800,300,500,23.5,Left foot,64,70,Ring finger,July,Fall,Yes,No,Meat,Juice,Other,8.5,7,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",24,26,5,1,2,5,1,5,8,1,6,12,0,2,Some,Undergraduate degree,Pop,Telepathy,Healthy,Relative,Health
USA,WA,2023,12,Female,16,Right-Handed,158,26,154,1,Car,5,0.31,42,Martial Arts,840,545,647,599,385,5o4,24,Right foot,68,74,Ring finger,June,Fall,Yes,No,Meat,Energy drink,Languages,5,9,3,Yes - other,"Myspace, Facebook, other social networking sites, or blog",13,15,3,4,5,20,2,3,8,6,4,4,0,7,Some,Graduate degree,Other,Freeze time,Happy,Relative,International aid
USA,CO,2023,12,Male,17,Right-Handed,172,25,24.5,2,Car,10,0.458,37,Football (American),487,588,503,578,193,520,25,Left foot,80,81,Ring finger,January,Winter,Yes,No,Meat,Water,History,7,10+,3,Yes - broadband connection,Cell phone,6,4,8,1,8,6,6,4,2,2,2,4,12,1.5,A lot,High school,Rock and roll,Freeze time,Rich,Business person,"Wildlife, animals"
USA,TX,2023,12,Female,18,Right-Handed,161,23,163,1,Car,8,0.399,36,Walking/Hiking,471,583,850,809,1000,922,22,Right foot,80,70,Index finger,July,Fall,No,No,Pizza/Pasta,Water,Science,7,5,4,Yes - other,Text messaging,70,65,6,1,10,8,4,0,4,7,12,5,3,2,Some,Graduate degree,Other,Fly,Happy,Musician or singer,Religious
USA,CA,2023,12,Female,17,Right-Handed,181,27,168,2,Car,15,0.345,39,Swimming,1000,1000,1000,999,950,1000,28,Left foot,70,79,Ring finger,March,Fall,Yes,No,Pizza/Pasta,Milk,English,7.5,11,4,Yes - broadband connection,Internet chat or instant messaging,2,58,3.75,3,18,4,1,0,18,5,5,5,11,0.5,A lot,Graduate degree,Other,Freeze time,Happy,Actor,Health
USA,CA,2023,12,Female,16,Right-Handed,180.3,25.4,25.4,1,Car,5,0.353,35,Lacrosse,791,717,658,588,267,765,27.9,Same length,8.9,7.7,Index finger,November,Winter,No,Yes,Rice/Noodle dishes,Water,Science,8,12,4,Yes - other,Text messaging,20,30,0,2,30,5,4,0,0,3,25,50,0,2,Some,Graduate degree,Other,Freeze time,Rich,Doctor or nurse,Health
USA,TX,2023,12,Female,18,Right-Handed,152.4,23,,2,Bus,5,0.442,38,Swimming,1000,727,545,75,882,786,,,,,Same length,October,Fall,No,No,Pizza/Pasta,Water,Other,5,10,4,Yes - broadband connection,Text messaging,0,0,4,0,2,1,0,1,2,3,5,2,0,1,Some,Other,Pop,Invisibility,Rich,Other,International aid
USA,NC,2023,11,Female,15,Right-Handed,524.5,12,148,2,Car,15,0.511,44,Martial Arts,1000,900,800,700,600,500,14,Left foot,3,4,Ring finger,May,Fall,Yes,No,Soups,Water,Science,5,6,4,Yes - other,In person,256,248,30,4,15,2,6,4,7,7,7,8,1,9,A lot,Less than high school,Other,Telepathy,Happy,Other,Education/Youth development
USA,CA,2023,12,Male,18,Left-Handed,175,25,160,2,Car,9,0.32,44,Golf,4000,5000,4000,5000,4000,7000,69,Right foot,70,75,Ring finger,March,Summer,Yes,No,Rice/Noodle dishes,Water,Physical education,7,9,3,Yes - broadband connection,Text messaging,50,75,80,3,0,3,15,1,25,10,70,15,20,5,Very little,Graduate degree,Rap/Hip hop,Fly,Happy,Relative,Health
USA,AK,2023,12,Female,17,Right-Handed,175,26.6,165,2,Bus,15,0.67,35,Basketball,2,3,4,1,6,5,25.9,Right foot,101.6,101.6,Same length,October,Summer,Yes,No,Pizza/Pasta,Water,Physical education,6,7,7,Yes - other,Text messaging,35,46,10,20,2,4,0,0,10,15,20,10,0,10,Some,High school,Rap/Hip hop,Telepathy,Happy,Other,International aid
USA,CA,2023,9,Female,14,Right-Handed,161,27,167,2,Car,7,0.341,37,Swimming,781,374,567,32,1000,1000,27,Same length,65,61,Index finger,August,Winter,Yes,No,Meat,Juice,Art,6,5,7,Yes - other,Text messaging,112,122,3,1,1,1,5,1,2,7,8,2,1,2,A lot,Some college,Techno/Electronic,Freeze time,Rich,Religious figure,Health
USA,IN,2023,11,Female,16,Right-Handed,2.54,19.05,114.3,3.5,Bus,15,0.302,35,Athletics,487,283,358,289,1000,1000,19.05,Same length,56,58,Ring finger,November,Summer,No,No,Pizza/Pasta,Juice,Other,8.5,7.5,2,Yes - broadband connection,Text messaging,20,50,40,21,14,2,0,7,168,84,84,35,20,0,A lot,Graduate degree,Rap/Hip hop,Invisibility,Rich,Other,Health
USA,SC,2023,12,Male,16,Right-Handed,162,19,,1,Car,5,0.391,29,Swimming,503,818,294,364,134,337,19,Same length,79,76,Index finger,April,Fall,No,No,Seafood,Tea,Computers and technology,6,10-Mar,3,Yes - broadband connection,Internet chat or instant messaging,12,8,67,3,3,6,8,72,87,4,90,1,0,2,Some,Graduate degree,Other,Freeze time,Rich,Relative,"Wildlife, animals"
USA,GA,2023,9,Female,17,Right-Handed,165.1,22.3,177,1,Car,7,0.295,45,Soccer,999,998,997,1000,700,800,22.1,Right foot,76,71,Index finger,August,Winter,Yes,No,Rice/Noodle dishes,Water,Mathematics and statistics,8,8,4,Yes - other,Text messaging,200,250,24,5,0,5,12,0,8,5,10,4,35,5,Some,Graduate degree,Punk rock,Telepathy,Rich,Business person,Environment
USA,PA,2023,11,Female,17,Left-Handed,"5""6",,,,Bus,,,,Dancing,310,0,1000,1000,738,1000,,,,,,February,Spring,Yes,No,Seafood,Water,Science,7,5,7,Yes - other,"Myspace, Facebook, other social networking sites, or blog",25,55,1,1,1,1,0,0,1,1,0,1,1,0,Some,Graduate degree,Rap/Hip hop,Invisibility,Healthy,Doctor or nurse,Health
USA,NC,2023,12,Female,18,Right-Handed,162,21,143,1,Car,10,0.319,40,Swimming,727,770,492,556,198,353,22,Left foot,75,65,Index finger,October,Fall,Yes,No,Meat,Water,Social studies,6,8,4,Yes - other,Text messaging,8,20,11,2,30,7,7,0,8,6,9,5,10,2,Some,Graduate degree,Pop,Freeze time,Happy,Friend,Health
USA,TX,2023,12,Female,17,Left-Handed,157.4,25,75,2,Car,5,0.42,41,Running/Jogging,759,722,1000,733,187,1000,25,Same length,60,70,Ring finger,August,Winter,No,No,Salads,Water,History,6,8,5,Yes - other,In person,24,32,7,9,8,4,4,4,4,9,9,2,9,5,A lot,Graduate degree,Pop,Telepathy,Happy,Religious figure,Religious
USA,CA,2023,12,Male,18,Right-Handed,173,23,173,1,Car,15,0.743,44,Other,1000,500,400,600,500,1000,23,Same length,90,85,Index finger,November,Spring,Yes,No,Rice/Noodle dishes,Water,Music,6,12,5,Yes - broadband connection,Text messaging,75,200,2,2,15,10,1,7,1,6,57,10,0,2,A lot,Graduate degree,Pop,Freeze time,Happy,Relative,Health
USA,WA,2023,11,Female,17,Left-Handed,5'6,24,160,1,Car,20,0.327,47,Martial Arts,999,750,1000,1000,1000,500,24,Same length,75,75,Same length,October,Fall,No,Yes,Vegetables,Water,Art,6,8,2,Yes - other,Text messaging,20,25,4,10,2,10,0,1,10,15,15,20,0,0,A lot,Graduate degree,Rock and roll,Telepathy,Happy,Actor,"Wildlife, animals"
USA,IN,2023,11,Female,16,Right-Handed,165,,,2,Car,8,0.3,28,Other,1000,840,706,711,171,573,,Same length,,,Index finger,September,Fall,Yes,No,No favorite,Water,Music,6,8,4,Yes - broadband connection,Text messaging,15,10,6,3,18,4,2,0,10,10,35,3,0,1,A lot,Graduate degree,Pop,Invisibility,Happy,Musician or singer,Environment
USA,CA,2023,12,Female,17,Right-Handed,157,30,160,4,Car,10,0.5672,42,Swimming,999,500,700,800,300,900,40,Same length,8,7,Ring finger,August,Winter,No,Yes,No favorite,Water,Social studies,7,8,4,Yes - broadband connection,Text messaging,64,32,1,0,10,2,0,0,2,2,2,1,6,1,A lot,Graduate degree,Pop,Invisibility,Rich,Doctor or nurse,International aid
USA,NY,2023,12,Male,17,Right-Handed,166,25,162,1,Car,25,0.231,25,Baseball/Softball,500,600,600,300,700,800,27,Left foot,63,59,Index finger,December,Summer,No,No,Rice/Noodle dishes,Water,Mathematics and statistics,5,8,3,Yes - broadband connection,Other,2,7,3,20,25,4,8,30,0,1,50,3,0,10,A lot,Graduate degree,Jazz,Invisibility,Happy,Musician or singer,"Arts, culture, sports"
USA,KY,2023,9,Female,14,Right-Handed,169,24,N/A,2,Bus,73,0.29,40,Soccer,500,500,500,500,1000,1000,24,Same length,N/A,N/A,Ring finger,March,Fall,Yes,No,Desserts,Water,Languages,5,4,4,Yes - broadband connection,Internet chat or instant messaging,116,89,0,6,17,2,0,30,0,8,42,0,0,3,Some,Graduate degree,Pop,Freeze time,Happy,Relative,Environment
USA,WA,2023,11,Male,16,Right-Handed,185.4,30,85,1,Car,5,0.25,40,Football (American),700,600,700,500,900,1000,27,Right foot,76,67,Same length,September,Winter,Yes,No,Meat,Energy drink,History,5,6,5,Yes - broadband connection,Text messaging,70,70,15,30,2,20,5,20,3,5,7,2,0,8,Some,High school,Rap/Hip hop,Freeze time,Happy,Relative,Health
USA,NY,2023,10,Female,16,Right-Handed,154,,,2,Rail (Train/Tram/Subway),70,0.296,47,Swimming,900,600,700,700,9000,1000,,,,,,May,Summer,Yes,No,Breads/Sandwiches,Water,Physical education,4,8,4,Yes - other,Internet chat or instant messaging,10,30,2,1,10,4,4,0,5,5,40,6,12,2,Some,Graduate degree,Pop,Invisibility,Rich,Musician or singer,Health
USA,OR,2023,10,Female,16,Right-Handed,5 3’,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WA,2023,11,Male,17,Right-Handed,170.1,24.13,165.8,2,Bus,25-30,0.351,30,Football (American),1000,1000,500,500,0,500,24.13,,9.5,9.5,Same length,October,Spring,Yes,No,Meat,Water,,6,8,9,Yes - broadband connection,Text messaging,5,5,5,3,6,10,10,12,2,2,10,10,0,10,Some,Graduate degree,Reggae,Telepathy,Rich,Sports person,Other
USA,WA,2023,11,Female,16,Right-Handed,154,22,163,1,Bus,45,0.496,34,Skateboarding/Rollerblading,492,1000,615,1000,0,187,22,Same length,70,70,Same length,April,Summer,Yes,No,Pizza/Pasta,Energy drink,Art,6,10,4,Yes - other,Internet chat or instant messaging,2,8,0,2,20,3,4,6,49,6,79,28,15,14,A lot,Graduate degree,Punk rock,Fly,Happy,Other,Environment
USA,GA,2023,9,Female,15,Right-Handed,149.8,152.4,159.9,2,Car,12,0.298,35,Athletics,930,513,973,840,326,674,152.4,Same length,60.05,70.03,Ring finger,May,Fall,Yes,No,Meat,Coffee,Art,8,10-Sep,6,Yes - other,"Myspace, Facebook, other social networking sites, or blog",10,15,7,2,10,15,6,5,11,9,15,10,6,9,Some,Graduate degree,Other,Invisibility,Rich,Musician or singer,"Wildlife, animals"
USA,AZ,2023,12,Female,41,Right-Handed,,,,2,Car,13,0.585,72,Walking/Hiking,1000,1000,1000,890,674,597,,,,,,September,Spring,Yes,No,Other,Water,Mathematics and statistics,7,7,4,No internet connection,Cell phone,8,9,4,1,6,14,2,1,3,1,6,2,40,20,Some,Graduate degree,Other,Fly,Happy,Other,International aid
USA,OR,2023,10,Female,15,Right-Handed,140,20,130,3,Car,15,0.447,34,Other,1000,800,500,300,300,300,30,Same length,70,60,Index finger,January,Summer,Yes,No,Salads,Water,English,7,10,3,Yes - other,Cell phone,1000,1000,60,9,1,0,1,3,10,3,9,20,5,5,A lot,Undergraduate degree,Rhythm and blues (R&B),Telepathy,Rich,Friend,"Wildlife, animals"
USA,WA,2023,11,Female,17,Right-Handed,153,23,150,1,Car,5,0.4,36,None,1000,770,610,631,374,588,22,Right foot,71,68,Index finger,October,Winter,No,No,Rice/Noodle dishes,Water,Art,5,8,5,Yes - broadband connection,Text messaging,200,190,0,0,4,0,0,10,5,40,40,0,17.5,2,Some,Graduate degree,Pop,Fly,Rich,Friend,Environment
USA,NH,2023,12,Female,18,Right-Handed,62,23.5,59,1,Car,4,0.452,36,Gymnastics,300,400,200,200,400,880,24,Left foot,80,70,Index finger,October,Summer,No,No,Pizza/Pasta,Water,English,7,8,4,Yes - broadband connection,Internet chat or instant messaging,5,7,12,3,2,1.5,6,0,1,2,5,5,3,3,Some,Graduate degree,Pop,Fly,Rich,Friend,International aid
USA,CA,2023,12,Male,17,Left-Handed,171,24,174,1,Car,7,0.282,45,Soccer,700,700,800,0,300,400,23,Right foot,6.9,7.2,Ring finger,February,Fall,Yes,No,Meat,Water,Other,5,10,47,Yes - broadband connection,Text messaging,40,70,6,21,2,9,11,15,6,10,42,1,0,2,Very little,Graduate degree,Rhythm and blues (R&B),Freeze time,Happy,Sports person,Education/Youth development
USA,MI,2023,12,Male,19,Ambidextrous,,,,1,Walk,10,0.33,41,Other,15,20,40,70,25,80,,Same length,,,Ring finger,January,Spring,Yes,No,Rice/Noodle dishes,Coffee,History,4,7,3,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",50,35,2,0,2,1,6,24,2,4,2,0,35,3,Some,Graduate degree,Rap/Hip hop,Invisibility,Happy,Sports person,"Arts, culture, sports"
USA,NY,2023,12,Female,17,Right-Handed,168,5.08,27.49,3,Rail (Train/Tram/Subway),52,0.641,32,Basketball,866,508,797,679,390,909,6.07,Left foot,100,80,Index finger,September,Fall,Yes,No,Rice/Noodle dishes,Tea,Physical education,5,12,5,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",150,200,8,3,6,4,4,n/a,3,10-Sep,24,1,n/a,18,A lot,Graduate degree,Rhythm and blues (R&B),Freeze time,Rich,Actor,International aid
USA,NY,2023,10,Male,16,Right-Handed,170,23,165,1,Rail (Train/Tram/Subway),30,0.393,52,Basketball,1000,1000,1000,1000,1000,1000,23,Same length,76.2,63.5,Same length,November,Winter,No,No,Meat,Water,Music,7,13,4,Yes - broadband connection,Internet chat or instant messaging,100,100,15,4,7,1,1,6,3,2,9,0,0,1,A lot,Graduate degree,Rap/Hip hop,Fly,Happy,Musician or singer,Religious
USA,TX,2023,12,Female,17,Right-Handed,168,22,130,2,Car,5,0.453,30,Running/Jogging,412,230,316,337,166,551,22,Same length,70,70,Same length,June,Fall,Yes,No,Rice/Noodle dishes,Water,Other,5,9,4,Yes - other,In person,10,8,35,0,6,9,0,0,45,14,28,0,0,7,None,Graduate degree,Rap/Hip hop,Fly,Happy,Teacher,International aid
USA,NC,2023,12,Male,16,Right-Handed,177,33,182,1,Bus,50,0.391,38,Skateboarding/Rollerblading,401,604,818,551,733,968,33,Same length,50,51,Ring finger,August,Summer,No,No,Breads/Sandwiches,Water,Physical education,6,7,4,Yes - broadband connection,Text messaging,20,50,8,60,2,1,3,20,1,2,2,30,0,7,Very little,Graduate degree,Rap/Hip hop,Freeze time,Famous,Relative,"Wildlife, animals"
USA,AL,2023,12,Female,18,Right-Handed,160,,,,Car,25,0.531,40,Athletics,829,1000,695,834,540,824,,Left foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health
USA,IN,2023,12,Female,18,Left-Handed,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2023,12,Male,17,Right-Handed,166,26.5,180,1,Car,10,0.378,37,Soccer,540,471,642,241,460,508,27,Left foot,8,7,Index finger,June,Winter,Yes,No,Meat,Juice,Mathematics and statistics,11,7,5,Yes - other,Text messaging,10,10,30,6,10,8,25,15,50,5,50,10,0,15,Some,Graduate degree,Rhythm and blues (R&B),Invisibility,Rich,Musician or singer,Education/Youth development
USA,CA,2023,12,Female,17,Left-Handed,160,17,127,2,Car,7,0.347,55,Swimming,1000,500,500,500,100,100,17,Same length,90,100,Ring finger,May,Spring,No,No,Pizza/Pasta,Coffee,Science,7,9,4,Yes - broadband connection,Internet chat or instant messaging,20,62,6,2,8,1,15,0,15,1,8,0,0,1,Some,Graduate degree,Pop,Telepathy,Happy,Friend,Health
USA,AK,2023,12,Female,16,Right-Handed,4’11,203,133,2,Walk,10,0.695,50,Other,1000,1000,500,500,300,1000,203,Same length,76,81,Ring finger,February,Summer,No,No,Fruit,Water,Other,5,8,5,Yes - broadband connection,In person,3,3,8,20,10,4,0,5,7,3,20,2,12,6,Some,Some college,Rap/Hip hop,Freeze time,Rich,Friend,"Wildlife, animals"
USA,NY,2023,12,Male,17,Right-Handed,,,,2,Rail (Train/Tram/Subway),45,0.724,52,Soccer,1000,1000,1000,1000,1000,1000,,,,,,August,Summer,Yes,No,Meat,Water,Other,7,9,4,Yes - broadband connection,Cell phone,20,20,5,1,2,1,20,3,5,1,50,1,5,1,Some,Undergraduate degree,Rap/Hip hop,Invisibility,Happy,Sports person,Health
USA,NC,2023,11,Male,17,Right-Handed,180,28,175,2,Car,10,0.28,40,Other,899,450,900,607,980,1000,28,Same length,,47,Ring finger,March,Fall,No,No,Rice/Noodle dishes,Water,Science,6,,10,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",50,50,5,0,2,10,5,7,7,7,21,0,0,3,Very little,Graduate degree,Other,Freeze time,Happy,Business person,"Arts, culture, sports"
USA,CA,2023,9,Male,14,Right-Handed,178,30,174,3,Car,4,0.359,42,Tennis,1000,667,594,588,203,439,30,Same length,90,90,Same length,March,Winter,No,No,Meat,Water,Computers and technology,7,9,5,Yes - other,Text messaging,450,1000+,8,6,3,4,1,14,8,12,50,7,0,2,A lot,Graduate degree,Other,Invisibility,Happy,Musician or singer,Environment
USA,AL,2023,12,Female,17,Left-Handed,163,24,158,1,Car,14,0.354,38,Lacrosse,722,134,1000,882,102,230,23,Left foot,7,6,Ring finger,April,Summer,Yes,No,No favorite,Water,English,7,9,3,Yes - other,Internet chat or instant messaging,25,30,12,1,0,3,2,0,3,4,16,16,0,0,None,High school,Pop,Invisibility,Rich,Relative,Health
USA,AK,2023,12,Female,18,Right-Handed,157,22,142,2,Walk,10,0.47,42,Hockey (Ice),100,50,0,100,100,100,23,Left foot,8.6,7,Index finger,September,Winter,Yes,No,Pizza/Pasta,Sports drink,History,7,8,6,Yes - broadband connection,In person,10,4,4,1,8,1,12,2,4,1,6,0,0,8,A lot,High school,Punk rock,Fly,Rich,Coach or club leader,"Wildlife, animals"
USA,AL,2023,12,Male,18,Right-Handed,182,24,185,1,Car,15,0.315,42,Table Tennis,650,250,250,250,500,1000,24,Same length,70,75,Ring finger,August,Fall,No,No,Breads/Sandwiches,Water,History,7,10,5,Yes - broadband connection,Internet chat or instant messaging,2,2,80,0,1,40,0,20,30,4,2,5,26,0,Very little,Undergraduate degree,Techno/Electronic,Telepathy,Healthy,Relative,Religious
USA,NY,2023,12,Male,18,Right-Handed,181,27,179,1,Rail (Train/Tram/Subway),30,0.31,34,Soccer,800,100,200,700,1000,1000,27,Same length,90,85,Index finger,February,Summer,No,No,Rice/Noodle dishes,Water,Social studies,7,9,4,Yes - broadband connection,In person,25,25,7,1,14,14,4,3,8,2,20,10,0,1,Some,Graduate degree,Country,Fly,Rich,Business person,Education/Youth development
USA,CA,2023,9,Male,15,Right-Handed,170,25,1752,,Walk,20,0.287,29,Other,1000,1000,1000,1000,898,952,24,Right foot,60,60,Same length,July,Spring,Yes,No,No favorite,Water,Other,9,11,4,Yes - broadband connection,In person,157,143,4,1,21,10,2,14,14,14,14,0,0,0,Very little,Graduate degree,Other,Telepathy,Rich,Other,Health
USA,NJ,2023,12,Female,18,Right-Handed,165,25 cm,165,1,Car,10,0.421,50,Lacrosse,674,551,695,508,615,684,25,Same length,73,71,Index finger,December,Summer,Yes,No,Pizza/Pasta,Water,English,8,10,5,Yes - broadband connection,Text messaging,40,40,10,0,5,2,5,0,5,2,15,1,9,1,Some,Graduate degree,Rap/Hip hop,Freeze time,Happy,Business person,Health
USA,ID,2023,12,Male,21,Left-Handed,185,31,182,1,Walk,10,0.307,50,Lacrosse,,,,,,,30,Same length,76,80,Same length,August,Summer,Yes,No,Meat,Water,Science,8,8,6,Yes - broadband connection,In person,50,100,3,5,7,6,5,0,4,5,4,4,3,4,Some,Graduate degree,Country,Super strength,Happy,Sports person,Religious
USA,WA,2023,11,Female,17,Right-Handed,160,25,160,2,Car,15-Oct,0.326,52,Dancing,620,519,112,455,636,578,160,Same length,70,70,Same length,October,Summer,No,No,Pizza/Pasta,Energy drink,English,7,10,3,Yes - other,"Myspace, Facebook, other social networking sites, or blog",10,20,36,40,1,1,6,40,20,4,50,20,2,3,A lot,Some college,Heavy metal,Freeze time,Happy,Friend,"Wildlife, animals"
USA,OR,2023,10,Female,16,Right-Handed,5'7,,,1,Car,10,0.432,49,Other,503,182,70,32,27,909,,,,,,October,Summer,No,No,Rice/Noodle dishes,Energy drink,Geography,7,9,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",6,10,14,2,1,4,3,0,5,0,7,2,10,2,Some,Graduate degree,Pop,Freeze time,Happy,Relative,"Wildlife, animals"
USA,SC,2023,11,Female,17,Right-Handed,165.1,25.9,160,1,Car,10,0.419,31,Other,807,775,941,1000,690,636,25.7,Right foot,66.04,76.2,Ring finger,February,Winter,No,No,Seafood,Water,Art,6,9,3,Yes - other,Cell phone,40,45,2,15,10,5,,,,,,,,,,,,,,,
USA,NC,2023,12,Female,17,Right-Handed,164,24,160,2,Car,7,0.399,33,Dancing,898,877,882,813,374,642,23,Right foot,65,70,Ring finger,August,Spring,No,No,Fruit,Water,Mathematics and statistics,7,8,3,Yes - broadband connection,In person,100,150,8,1,4,7,7,1,2,3,24,2,5,2,Very little,Graduate degree,Punk rock,Telepathy,Happy,Community leader or elder,Education/Youth development
