Year,Grade,State,Gender,Age,Height,Armspan,RightFoot,IndexFinger,TransMethod,CommuteTime,ReactionTime,MemoryTime,FavPhysAct,BirthMonth,FavSeason,FavSubj,SchoolNight,NonschoolNight,HomeOcc,PlannedEd,Superpower,RoleModel,Height_cm,Armspan_cm
2019,12,TX,Male,17,66.14,64.96,27.5,85,Car,8,0,63,Running/Jogging,February,Winter,History,8,5,3,Graduate degree,Fly,Friend,168,165
2018,12,OK,Male,18,72.83,72.83,28,80,Car,10,1,47,Golf,May,Winter,Geography,8,7,5,Graduate degree,Freeze time,Business person,185,185
2019,12,NY,Female,17,62.99,60.98,21.6,57.15,Car,13,1,38,Lacrosse,November,Winter,Mathematics and statistics,6,10,4,Graduate degree,Telepathy,Teacher,160,154.9
2020,11,SC,Female,17,64.17,61.02,23.5,85,Car,20,0,25,Other,May,Winter,Languages,6,9,2,Graduate degree,Fly,Other,163,155
2018,10,NC,Male,15,70.87,76,28,95,Car,5,0,35,Soccer,July,Fall,Mathematics and statistics,7,9,5,Graduate degree,Freeze time,Sports person,180,193.04
2018,11,NC,Female,17,70.87,70.28,22.5,80,Car,6,1,44,Walking/Hiking,December,Winter,Mathematics and statistics,7,6,4,Undergraduate degree,Invisibility,Religious figure,180,178.5
2021,11,WA,Female,17,60,47.24,24.1,80,Car,5,0,42,Running/Jogging,August,Summer,Art,9,9,4,Some college,Telepathy,Business person,152.4,120
2021,11,IN,Male,16,65.35,65.35,26,95,Car,9,0,42,Tennis,June,Summer,History,7,10,5,Graduate degree,Freeze time,Musician or singer,166,166
2021,12,AL,Female,18,65.75,58.98,22.22,69.85,Car,17,0,41,Soccer,April,Summer,English,6,8,4,Other,Freeze time,Relative,167,149.8
2021,12,OK,Female,17,64.17,61.81,23,66,Car,13,0,34,Other,June,Spring,English,7.5,9,5,Graduate degree,Freeze time,Other,163,157
2022,12,IN,Male,16,67.72,68.5,24,60,Bus,30,0,43,Other,August,Fall,Science,7,8,4,Graduate degree,Freeze time,Relative,172,174
2022,11,MI,Female,17,70.08,69.29,26,80,Car,10,0,36,Walking/Hiking,December,Fall,Art,7,10,3,Graduate degree,Fly,Friend,178,176
2021,12,NH,Male,17,70.08,70.08,20,70,Car,6,0,40,Swimming,June,Fall,Mathematics and statistics,6,8,5,Some college,Freeze time,Business person,178,178
2019,12,TX,Female,18,63.78,63.78,18,80,Walk,5,3,6,Dancing,October,Summer,Art,9,8,5,High school,Invisibility,Other,162,162
2019,11,OK,Female,16,62.99,58,23,75,Car,10,1,58,Athletics,April,Summer,History,6,10,5,Graduate degree,Telepathy,Relative,160,147.32
2019,11,NJ,Male,17,71.97,72.48,27,77,Bus,80,1,71,Cycling,March,Spring,Other,7.5,10,3,Other,Telepathy,Friend,182.8,184.1
2018,12,AR,Female,18,62.99,60.63,23.5,110,Bus,10,1,37,Dancing,November,Spring,English,8,12,4,Graduate degree,Telepathy,Doctor or nurse,160,154
2020,11,SC,Female,16,59.84,69,20,76,Car,15,0,35,Dancing,June,Winter,English,10,10,4,Graduate degree,Invisibility,Musician or singer,152,175.26
2019,10,NY,Male,15,62.6,66,24,70,Railway,60,0,31,Basketball,July,Summer,Computers and technology,5,9,4,Undergraduate degree,Freeze time,Friend,159,167.64
2020,11,MA,Male,16,70.47,74.8,27,97,Bus,20,0,60,Basketball,November,Summer,Computers and technology,7,10,3,Graduate degree,Freeze time,Relative,179,190
2018,12,CA,Female,16,59.45,57.87,22,78,Car,10,0,32,Dancing,October,Winter,Other,4,9,5,Other,Fly,Relative,151,147
2018,12,IA,Female,18,66.93,67.32,26,95,Car,20,1,44,Table Tennis,January,Summer,English,8,10,2,Graduate degree,Telepathy,Teacher,170,171
2022,12,AL,Male,18,68.9,69.69,10.5,80,Car,2,0,58,Basketball,November,Fall,Mathematics and statistics,8,10,3,Graduate degree,Freeze time,Relative,175,177
2021,11,WA,Male,17,70.98,68.5,26,70,Car,10,0,58,Baseball/Softball,June,Summer,Physical education,7,9,3,High school,Fly,Relative,180.3,174
2020,10,IN,Male,15,72.05,73.23,28,78,Bus,15,0,26,None,January,Fall,Mathematics and statistics,8,8,5,Graduate degree,Telepathy,Other,183,186
2021,12,GA,Male,17,70.87,70.87,25,76,Car,20,0,30,Football (American),February,Winter,Computers and technology,4,8,7,Some college,Fly,Sports person,180,180
2019,12,OH,Female,17,64.57,65.35,19.05,70,Car,15,1,48,Walking/Hiking,August,Spring,Other,6,8,7,Graduate degree,Invisibility,Teacher,164,166
2021,12,SC,Male,17,69.69,74.8,27,83,Car,8,0,54,Dancing,June,Fall,English,6,10,4,High school,Fly,Relative,177,190
2018,12,AK,Male,18,44.09,64.96,22,120,Car,10,1,112,Bowling,September,Summer,History,6,9,4,Graduate degree,Freeze time,Other,112,165
2018,12,AR,Male,17,68.9,70.08,28,70,Car,3,0,53,Football (American),December,Fall,Mathematics and statistics,8,6,4,Graduate degree,Telepathy,Business person,175,178
2022,12,FL,Female,17,65.35,65.55,23.5,68,Walk,8,0,32,Table Tennis,June,Summer,English,6.5,7,5,Graduate degree,Freeze time,Friend,166,166.5
2022,11,NJ,Male,18,63.58,64,23,60,Bus,25,0,50,Baseball/Softball,January,Winter,Other,6,10,6,Less than high school,Invisibility,Relative,161.5,162.56
2019,11,CT,Female,16,60,73.66,22.86,78.74,Bus,30,1,70,Baseball/Softball,September,Summer,Languages,5,8,4,Graduate degree,Freeze time,Other,152.4,187.0964
2022,12,NC,Female,17,70,67.48,25.4,88.9,Car,20,0,43,Walking/Hiking,March,Summer,Science,8,8,1,Undergraduate degree,Invisibility,Relative,177.8,171.4
2019,12,PA,Male,17,70.08,69.29,28.5,71,Car,5,0,53,Baseball/Softball,April,Spring,Mathematics and statistics,6.5,9,3,Graduate degree,Super strength,Sports person,178,176
2018,12,IL,Female,18,64,63,25,72,Car,9,0,43,Walking/Hiking,December,Summer,English,6,10,5,Graduate degree,Freeze time,Politician,162.56,160.02
2019,12,MA,Female,17,71.26,69.69,24,70,Car,12,0,54,Walking/Hiking,May,Fall,History,7,8,6,Undergraduate degree,Freeze time,Relative,181,177
2020,12,CA,Male,17,69.29,70.47,26,75,Car,10,0,66,Tennis,January,Summer,Music,5,10,5,Graduate degree,Freeze time,Other,176,179
2021,12,CA,Male,17,68.9,68.9,29,80,Car,25,0,56,Skateboarding/Rollerblading,November,Winter,Science,5,7,4,Some college,Telepathy,Other,175,175
2020,12,FL,Male,18,67.32,66.54,25.5,96,Walk,5,0,44,Soccer,January,Winter,Mathematics and statistics,7,10,6,Graduate degree,Freeze time,Business person,171,169
2018,11,SC,Male,18,70.87,66.14,25,90,Car,9,0,47,Basketball,January,Summer,Mathematics and statistics,7,10,3,Graduate degree,Fly,Sports person,180,168
2021,12,CA,Female,17,66.5,68.9,24,71,Walk,10,0,32,Other,June,Winter,Social studies,6,6,5,Graduate degree,Telepathy,Other,168.9,175
2021,12,CA,Female,16,68.9,51.57,24,85,Car,7,0,32,Swimming,June,Summer,Mathematics and statistics,5,8,4,Graduate degree,Invisibility,Other,175,131
2018,12,PA,Male,15,67.72,66.14,25,92,Car,7,0,28,Tennis,April,Winter,Mathematics and statistics,6,10,3,Graduate degree,Freeze time,Actor,172,168
2019,11,VI,Female,15,66.54,66.93,24.7,71,Car,20,0,65,Soccer,July,Summer,Languages,7,9,2,Undergraduate degree,Invisibility,Relative,169,170
2018,12,OH,Female,17,68.5,66.93,24,75,Car,10,0,35,Basketball,January,Winter,English,9,10,6,Some college,Telepathy,Musician or singer,174,170
2018,12,IL,Male,16,72.05,72.83,24,86,Car,15,1,37,Swimming,June,Fall,History,7,10,3,Graduate degree,Freeze time,Relative,183,185
2019,9,NY,Male,15,69.29,63,25,70,Railway,12,0,60,Basketball,July,Summer,Physical education,8,6,4,Some college,Telepathy,Business person,176,160.02
2021,12,WA,Female,17,67.72,67.72,27.9,85,Car,7,1,68,Lacrosse,June,Summer,Science,7,9,5,Undergraduate degree,Fly,Relative,172,172
2021,11,MD,Male,17,70,72.24,28.58,90,Bus,60,0,30,Cycling,February,Summer,Computers and technology,7,9,4,Graduate degree,Invisibility,Other,177.8,183.5
2018,11,NC,Female,16,68.9,65.75,24,95,Car,15,0,44,Soccer,May,Spring,English,7,9,3,Graduate degree,Invisibility,Friend,175,167
2020,12,CA,Female,17,66.14,60,22,65,Car,5,0,50,Dancing,March,Fall,Music,6,12,4,Graduate degree,Freeze time,Relative,168,152.4
2018,12,CA,Male,17,68.5,68.11,25.5,90,Car,30,0,47,Skateboarding/Rollerblading,August,Winter,Physical education,7,11,3,Graduate degree,Freeze time,Relative,174,173
2021,12,CA,Male,17,73.23,74.02,27,112,Car,20,0,34,Basketball,December,Winter,Physical education,6,10,4,Graduate degree,Freeze time,Sports person,186,188
2022,12,CA,Female,18,62.99,65,22,65,Car,8,0,46,Swimming,January,Spring,Other,6,8,2,Undergraduate degree,Telepathy,Teacher,160,165.1
2019,12,CA,Female,16,61.02,57.48,23,70,Car,12,0,50,Athletics,November,Winter,English,7,9,8,Undergraduate degree,Telepathy,Community leader or elder,155,146
2021,12,TX,Male,17,70.87,69.29,28,100,Car,10,1,52,Other,February,Winter,English,7,9,7,Graduate degree,Invisibility,Musician or singer,180,176
2018,12,WI,Male,16,70.87,73.23,27,80,Walk,15,1,40,Athletics,December,Winter,Mathematics and statistics,7,8,2,Graduate degree,Fly,Relative,180,186
2021,12,CA,Male,17,83,72.44,25,105,Car,15,0,37,None,June,Summer,Computers and technology,5,8,5,Graduate degree,Freeze time,Relative,210.82,184
2018,10,NC,Female,15,62.01,62.01,21.6,71,Car,7,0,47,Swimming,December,Summer,Mathematics and statistics,6,11,4,Undergraduate degree,Telepathy,Sports person,157.5,157.5
2021,12,PA,Male,17,77.17,76.38,30,90,Car,7,0,37,Football (American),August,Summer,Physical education,7,10,5,Graduate degree,Invisibility,Relative,196,194
2018,11,NC,Female,17,61.81,61.81,24,65,Car,6,1,39,Gymnastics,June,Fall,Science,8,9,5,Graduate degree,Telepathy,Friend,157,157
2019,9,CA,Male,15,66.14,70.87,26,80,Car,10,0,46,Soccer,April,Winter,Other,8,8,5,High school,Fly,Sports person,168,180
2022,12,NC,Male,17,71.65,69.69,28,91,Car,14,0,60,Football (American),April,Spring,English,7,8,8,Some college,Freeze time,Teacher,182,177
2021,9,CA,Female,14,64.96,64.96,24,84,Car,30,0,59,Other,October,Winter,English,7,10,5,Some college,Fly,Friend,165,165
2019,12,CA,Male,17,66.93,54.33,24,70,Car,13,0,39,Other,June,Winter,Mathematics and statistics,6,9,4,Graduate degree,Fly,Business person,170,138
2019,11,IN,Male,17,77.17,68.5,28,85,Bus,40,1,45,Football (American),June,Winter,Mathematics and statistics,4,8,7,Some college,Fly,Relative,196,174
2019,12,NJ,Male,17,71.65,73.62,27,81,Car,5,0,45,Football (American),August,Summer,Science,7,9,4,Graduate degree,Telepathy,Sports person,182,187
2018,10,NC,Female,18,61.02,59.06,23,64,Car,10,0,28,Other,December,Fall,History,4,12,4,Graduate degree,Freeze time,Friend,155,150
2020,12,NH,Male,18,66.93,63.39,27,75,Car,5,0,30,Lacrosse,January,Summer,Physical education,6,12,3,Graduate degree,Telepathy,Sports person,170,161
2022,11,WA,Male,15,66.97,67.99,24.13,82.6,Car,10,0,37,Skateboarding/Rollerblading,August,Summer,Other,7,13,11,High school,Super strength,Business person,170.1,172.7
2021,12,CA,Female,16,67.72,66.14,24,71,Walk,5,0,33,Dancing,October,Winter,Science,6,4,3,Graduate degree,Invisibility,Relative,172,168
2018,12,TN,Male,16,72.83,68.11,26,76,Car,15,1,49,Basketball,August,Summer,Physical education,7,5,3,Undergraduate degree,Fly,Sports person,185,173
2019,11,NC,Male,17,69.29,72.44,28,80,Car,7,1,57,Football (American),December,Fall,Mathematics and statistics,8,8,3,Graduate degree,Super strength,Sports person,176,184
2020,12,NY,Female,17,68.9,72.83,25,80,Railway,55,0,43,Athletics,September,Fall,Science,5,10,4,Graduate degree,Fly,Relative,175,185
2020,12,CA,Male,17,66.93,66.54,25,70,Bus,15,0,30,Soccer,January,Winter,History,7,8,4,Undergraduate degree,Fly,Relative,170,169
2020,12,MA,Female,17,64.02,69.29,26.5,82,Car,7,0,41,Other,October,Fall,Music,9,12,3,Graduate degree,Telepathy,Other,162.6,176
2020,12,WI,Male,17,60.63,84,20,85,Car,16,0,61,Cycling,October,Spring,Computers and technology,6,9,4,Graduate degree,Freeze time,Musician or singer,154,213.36
2018,11,IN,Male,17,70,70.87,26.67,87,Car,5,0,43,Baseball/Softball,May,Fall,History,8,8,5,High school,Super strength,Sports person,177.8,180
2020,12,AZ,Female,18,66.93,64.17,38,120,Car,15,1,50,None,July,Summer,Art,6,9,3,Graduate degree,Telepathy,Politician,170,163
2021,12,CA,Female,17,61.97,57.99,18,80,Car,2,0,37,Other,February,Winter,Social studies,5,10,6,Graduate degree,Invisibility,Relative,157.4,147.3
2018,12,CA,Female,17,64.96,59,25,70,Car,5,1,60,Tennis,February,Spring,Mathematics and statistics,8,10,4,Graduate degree,Invisibility,Other,165,149.86
2020,12,CT,Male,16,70.98,62.99,26,85,Car,15,1,48,Bowling,October,Summer,Geography,6,10,5,Undergraduate degree,Telepathy,Other,180.3,160
2018,12,WI,Male,17,68.5,72.44,25,78,Bus,40,0,49,Other,November,Winter,Music,6,8,3,Graduate degree,Freeze time,Actor,174,184
2019,9,MI,Female,14,63.78,66.54,23,70,Car,25,1,72,Soccer,December,Summer,Physical education,6,7,4,Graduate degree,Invisibility,Sports person,162,169
2020,11,MD,Male,16,65.35,68.5,23,89,Bus,40,0,32,Dancing,August,Summer,Mathematics and statistics,7,9,5,Graduate degree,Super strength,Teacher,166,174
2019,11,TN,Female,16,70.08,77,29,80,Car,5,1,55,Soccer,May,Summer,Physical education,6,5,2,Graduate degree,Invisibility,Relative,178,195.58
2020,11,NC,Female,17,64.17,64.96,23,79,Car,11,0,47,Dancing,May,Fall,English,6,10,11,Graduate degree,Fly,Actor,163,165
2021,12,CA,Male,18,68.9,67.32,25,80,Car,15,0,33,Bowling,December,Summer,Science,7,10,4,Graduate degree,Freeze time,Relative,175,171
2021,12,CA,Female,17,61.42,61.02,24,65,Car,15,0,52,Skateboarding/Rollerblading,June,Spring,Art,6,5,5,Graduate degree,Invisibility,Relative,156,155
2021,12,MD,Male,17,68.11,68.11,25,67.5,Car,20,0,41,Other,January,Spring,English,7,9,3,Graduate degree,Telepathy,Coach or club leader,173,173
2019,12,TX,Female,18,63.78,63.78,18,80,Walk,5,3,6,Dancing,October,Summer,Art,9,8,5,High school,Invisibility,Friend,162,162
2021,11,SC,Female,16,63.78,62.99,23,65,Car,15,1,38,None,September,Summer,Other,6,10,3,Undergraduate degree,Telepathy,Relative,162,160
2019,12,CA,Female,17,60.24,60.63,19.5,62,Car,5,0,55,Running/Jogging,January,Fall,Languages,5,8,4,Graduate degree,Invisibility,Friend,153,154
2019,10,MD,Female,16,61.02,64.57,23,60,Bus,5,1,46,Soccer,September,Fall,Mathematics and statistics,6,8,4,Graduate degree,Telepathy,Relative,155,164
2021,11,IN,Male,16,69.29,69.29,29,78,Bus,40,0,43,Cycling,February,Fall,History,6,9,4,Some college,Fly,Actor,176,176
2018,12,CA,Female,18,54.02,52.95,19.05,63,Car,20,0,38,Dancing,November,Winter,Languages,7,10,7,High school,Telepathy,Musician or singer,137.2,134.5
2019,12,OH,Female,17,62.99,59.06,23.5,67,Car,5,0,29,None,April,Fall,Art,4,12,3,Graduate degree,Invisibility,Politician,160,150
2021,9,CA,Male,16,68.5,66.93,38,85,Car,15,0,36,Basketball,October,Summer,Computers and technology,7,9,5,Graduate degree,Fly,Relative,174,170
2018,12,FL,Male,17,68.9,66.93,24,93,Car,30,0,43,Soccer,September,Fall,Mathematics and statistics,7,8,5,Graduate degree,Fly,Relative,175,170
2020,12,NH,Male,17,75.2,77.95,35.5,75,Car,8,0,39,Football (American),September,Fall,Physical education,9,7,3,Graduate degree,Super strength,Sports person,191,198
2020,9,SD,Male,15,68.11,68.9,26,90,Car,11,0,42,Basketball,August,Summer,Physical education,9,10,4,Graduate degree,Freeze time,Sports person,173,175
2019,12,PA,Female,17,69.02,70.08,23.5,100,Car,11,1,39,Hockey (Field),January,Summer,Mathematics and statistics,8.5,10,7,Graduate degree,Telepathy,Other,175.3,178
2018,12,CA,Female,16,64.17,63.78,24,75,Car,13,0,46,Other,August,Summer,Science,7,10,5,Graduate degree,Telepathy,Relative,163,162
2020,12,PA,Female,17,60,90,25.4,63.5,Car,10,0,36,Other,December,Winter,Music,7,9,5,Graduate degree,Freeze time,Musician or singer,152.4,228.6
2018,12,SC,Male,17,72.99,72.05,27.3,110,Car,9,0,40,None,January,Fall,Science,4,9,4,Some college,Invisibility,Friend,185.4,183
2019,12,PA,Male,17,68.11,68.9,23,89,Car,6,1,38,Other,September,Fall,Science,7,9,3,Other,Fly,Musician or singer,173,175
2022,12,TN,Male,17,72.44,72.83,25,80,Car,12,0,54,None,May,Fall,Other,5,8,3,High school,Freeze time,Business person,184,185
2019,12,PA,Female,16,62.99,60.63,24,75,Car,15,0,34,Basketball,December,Fall,Mathematics and statistics,5,9,3,Graduate degree,Invisibility,Relative,160,154
2018,12,KS,Female,17,67.72,66.54,24,61,Car,15,0,39,Bowling,July,Winter,Mathematics and statistics,6,7,3,Graduate degree,Fly,Friend,172,169
2019,12,CA,Female,17,65.75,65.75,23,80,Car,10,0,50,Soccer,December,Spring,Other,7,10,5,Graduate degree,Fly,Coach or club leader,167,167
2018,12,OH,Female,17,59.84,57,21,90,Car,30,1,52,Other,August,Summer,Music,6,9,5,Graduate degree,Fly,Relative,152,144.78
2022,10,NC,Female,16,66.14,63.78,25,75,Car,15,0,42,Martial Arts,November,Spring,Science,8,10,4,Other,Telepathy,Musician or singer,168,162
2020,12,FL,Female,16,59.45,59.06,22,72,Car,35,0,30,Cycling,January,Fall,English,4,5,5,Graduate degree,Telepathy,Religious figure,151,150
2018,12,CA,Female,17,66.14,61.81,27,65,Car,28,0,35,Lacrosse,January,Fall,Art,5,9,3,Undergraduate degree,Invisibility,Friend,168,157
2018,12,WI,Female,18,68.9,68.9,26,80,Car,8,1,75,Running/Jogging,August,Fall,Science,7.5,6,3,Other,Telepathy,Relative,175,175
2019,9,PA,Female,14,62.99,58.66,27,60,Car,30,0,46,Basketball,January,Fall,Art,8,6,2,Undergraduate degree,Super strength,Relative,160,149
2019,12,CA,Male,17,66.93,67.72,25,90,Car,7,0,36,Tennis,December,Winter,Computers and technology,7.5,10,3,Graduate degree,Fly,Other,170,172
2018,11,SC,Female,16,66.93,61.81,23,40,Car,10,0,50,Gymnastics,February,Winter,Other,5,7,4,Graduate degree,Fly,Other,170,157
2022,11,SC,Female,18,62.99,62.6,20.5,70,Car,40,0,49,Athletics,July,Fall,English,7,9,7,Graduate degree,Invisibility,Relative,160,159
2019,12,CA,Male,17,68.35,71.85,24,72,Car,5,0,40,Football (American),February,Fall,History,6,11,5,Graduate degree,Telepathy,Musician or singer,173.6,182.5
2018,10,NC,Female,16,67.01,65,21.59,76.2,Car,10,0,32,Athletics,February,Fall,Art,7,10,4,Graduate degree,Freeze time,Relative,170.2,165.1
2019,10,NY,Female,15,60.24,59.45,23,70,Bus,45,1,42,Swimming,May,Winter,Art,6,9,5,Graduate degree,Freeze time,Relative,153,151
2019,12,TX,Male,17,67.72,86,27.94,101.6,Car,15,0,47,Other,April,Winter,Other,4,4,2,Graduate degree,Invisibility,Relative,172,218.44
2019,11,NC,Female,17,66.14,64.17,23,72,Car,10,1,37,Tennis,June,Summer,Mathematics and statistics,7,9,5,Graduate degree,Fly,Relative,168,163
2021,12,CO,Female,17,63.98,61.42,25,90,Car,9,1,38,Walking/Hiking,March,Summer,Geography,6,9,3,Some college,Fly,Relative,162.5,156
2020,11,IN,Male,16,67.72,61.81,24,60,Car,5,0,39,Football (American),March,Summer,Physical education,9,5,4,Other,Super strength,Relative,172,157
2021,12,NC,Female,18,64.17,60.24,23,70,Bus,15,1,60,None,June,Fall,Art,7,5,2,Graduate degree,Fly,Friend,163,153
2019,11,WA,Male,17,69.29,65.35,27,75,Bicycle,3,0,36,Athletics,October,Summer,Physical education,7,9,3,Some college,Freeze time,Relative,176,166
2019,11,CA,Female,17,68.9,66.93,24,68,Car,10,1,36,Other,May,Summer,Art,6,10,5,Graduate degree,Telepathy,Friend,175,170
2020,12,NJ,Female,17,59.96,60,22.56,127,Walk,1,0,41,Other,September,Winter,History,4,9,5,Graduate degree,Telepathy,Relative,152.3,152.4
2020,12,IL,Female,16,64.17,63.78,23,85,Car,15,0,36,Walking/Hiking,July,Fall,Computers and technology,8,6,4,Graduate degree,Telepathy,Friend,163,162
2019,12,CA,Male,17,72.05,70.87,27,60,Walk,10,0,39,Swimming,March,Summer,Science,7,8,4,Graduate degree,Invisibility,Business person,183,180
2022,11,IN,Male,16,66.93,68.5,26,98,Car,10,0,31,Walking/Hiking,February,Fall,Other,6,8,2,Undergraduate degree,Super strength,Relative,170,174
2021,12,MI,Female,17,65.75,63.98,23,80,Car,5,1,47,Dancing,November,Summer,Languages,8,10,3,Graduate degree,Invisibility,Coach or club leader,167,162.5
2021,12,NJ,Male,17,65,63.78,24,80,Walk,10,0,38,Basketball,March,Winter,Mathematics and statistics,7,9,5,Graduate degree,Freeze time,Business person,165.1,162
2018,12,TN,Male,17,67.72,67.72,27,70,Car,20,1,50,Other,July,Winter,Science,7,9,4,Graduate degree,Invisibility,Other,172,172
2021,12,TX,Female,17,63.78,61.81,23,85,Car,6,1,100,Other,March,Fall,English,7,9,4,Graduate degree,Invisibility,Relative,162,157
2019,11,WA,Female,17,60.24,59.06,22,80,Bus,25,1,44,Athletics,October,Summer,Physical education,7,10,5,Graduate degree,Telepathy,Relative,153,150
2019,12,CA,Male,17,70.87,71.65,26,80,Car,5,0,29,Tennis,January,Winter,Science,8,11,4,Graduate degree,Telepathy,Relative,180,182
2020,12,NY,Male,17,74.02,74.8,28,85,Car,7,0,45,Soccer,November,Winter,Mathematics and statistics,7,10,4,Graduate degree,Freeze time,Friend,188,190
2020,12,NC,Male,17,67.72,71.65,25,75,Walk,2,0,34,Baseball/Softball,January,Winter,Mathematics and statistics,7,8,3,Graduate degree,Freeze time,Business person,172,182
2021,12,MD,Male,16,70.08,72.83,27,88.9,Car,15,0,37,Other,October,Summer,Social studies,7,9,4,Undergraduate degree,Fly,Sports person,178,185
2021,11,NC,Male,18,70.8,48.03,30,76,Bus,30,0,38,Walking/Hiking,April,Winter,Physical education,7,8,4,High school,Super strength,Actor,179.832,122
2018,12,MA,Female,17,62.99,60.63,23,75,Car,2,0,29,Other,March,Summer,Science,6,9,4,Graduate degree,Telepathy,Other,160,154
2018,12,NC,Female,16,64.17,66.14,23,80,Car,25,0,27,Other,April,Fall,Mathematics and statistics,6,9,4,Graduate degree,Telepathy,Friend,163,168
2019,12,PA,Male,16,70,70.59,28.5,80,Bus,7,1,47,Basketball,April,Summer,Mathematics and statistics,7,8,5,Some college,Fly,Sports person,177.8,179.3
2022,9,MI,Female,15,66.54,62.2,26,65,Car,15,0,45,Martial Arts,February,Summer,Languages,7,9,3,Graduate degree,Telepathy,Musician or singer,169,158
2022,12,AL,Female,18,65.75,66.93,24,70,Car,7,0,46,Dancing,October,Fall,Science,7,5,4,Graduate degree,Fly,Musician or singer,167,170
2018,12,MA,Female,17,90.16,62.6,25,80,Car,8,0,45,Rowing,July,Summer,History,8,9,5,Graduate degree,Invisibility,Relative,229,159
2019,10,NY,Female,14,62.99,62.2,25,64,Railway,80,1,69,Martial Arts,May,Spring,Mathematics and statistics,8,11,4,Graduate degree,Telepathy,Friend,160,158
2019,10,TX,Female,14,59.84,62.6,21,80,Bus,45,0,47,Soccer,November,Winter,Science,9,10,3,Graduate degree,Telepathy,Relative,152,159
2018,12,CA,Male,16,73.23,83.86,27,89,Car,7,1,49,Lacrosse,March,Winter,History,7,12,5,Graduate degree,Freeze time,Relative,186,213
2019,12,MO,Female,17,65.75,63.78,23,80,Car,40,0,48,Tennis,November,Fall,Social studies,7,9,5,Graduate degree,Fly,Business person,167,162
2021,12,NC,Female,17,65.75,61.42,23,70,Car,7,0,43,Table Tennis,February,Fall,Art,7,9,3,Undergraduate degree,Fly,Religious figure,167,156
2021,12,NH,Male,17,72.83,76.38,29,85,Car,7,0,35,Other,April,Winter,History,7.5,9,3,Other,Telepathy,Relative,185,194
2021,9,MI,Female,15,60,57.01,24.13,76.2,Car,53,0,30,Bowling,March,Summer,Mathematics and statistics,5,7,4,Graduate degree,Invisibility,Relative,152.4,144.8
2022,11,NC,Male,17,72.05,72.05,29,90,Car,5,0,65,Football (American),June,Winter,History,4,10,5,Graduate degree,Freeze time,Doctor or nurse,183,183
2020,12,ID,Female,19,66.14,59.84,25,70,Walk,5,0,29,Soccer,August,Summer,History,5,12,5,Graduate degree,Fly,Business person,168,152
2018,12,CA,Female,17,64.96,66.93,24,90,Car,20,0,40,Tennis,February,Fall,Social studies,7,10,3,Graduate degree,Telepathy,Community leader or elder,165,170
2021,12,TX,Female,17,62.99,64.96,22.2,77,Car,4,1,52,Dancing,December,Summer,English,7,8,3,Graduate degree,Telepathy,Relative,160,165
2021,12,AL,Female,16,66.14,63.39,23,57,Car,5,1,43,Other,June,Summer,English,8,10,5,Undergraduate degree,Telepathy,Relative,168,161
2022,11,OH,Male,17,76.97,76.97,29,65,Car,15,0,34,Baseball/Softball,January,Summer,Physical education,6,10,2,Other,Fly,Actor,195.5,195.5
2018,9,NE,Female,14,62.99,67,24,65,Car,3,0,31,Dancing,September,Summer,History,6,5,4,Graduate degree,Telepathy,Relative,160,170.18
2021,11,PA,Male,15,69.29,72.05,24,70,Car,10,0,38,Swimming,September,Spring,Mathematics and statistics,7.5,10,4,Graduate degree,Fly,Coach or club leader,176,183
2018,11,CA,Female,16,64.17,64.17,24,90,Car,10,0,33,Other,September,Spring,English,7,8,6,Graduate degree,Telepathy,Relative,163,163
2021,12,CA,Female,16,66.93,62.99,26,70,Car,5,0,82,Bowling,September,Fall,Other,8,8,4,Other,Invisibility,Relative,170,160
2019,11,WA,Female,17,65.75,69.29,23.5,70,Car,10,1,52,Soccer,January,Summer,Science,7,9,4,Other,Telepathy,Doctor or nurse,167,176
2018,11,VA,Male,17,68.9,68.11,25,80,Car,6,0,35,Other,January,Winter,Science,9,7,2,Graduate degree,Freeze time,Other,175,173
2020,10,IN,Female,15,63.98,61.97,24.1,83,Car,10,1,57,Gymnastics,June,Winter,Art,6,8,4,Graduate degree,Fly,Politician,162.5,157.4
2022,12,CO,Male,17,69.69,74.02,27,70,Car,6,0,31,Table Tennis,March,Summer,Mathematics and statistics,6,9,4,Graduate degree,Fly,Friend,177,188
2019,12,PA,Male,16,72.48,74.02,27,90,Car,12,0,43,Basketball,July,Summer,Mathematics and statistics,7,10,5,Graduate degree,Fly,Sports person,184.1,188
2018,12,DE,Male,17,71,73,25.4,70,Car,10,1,51,Baseball/Softball,February,Winter,Physical education,8,6,5,Graduate degree,Freeze time,Sports person,180.34,185.42
2018,9,GA,Male,14,68.9,70.87,27,110,Bus,40,0,35,Baseball/Softball,February,Summer,Physical education,8,7,6,Graduate degree,Invisibility,Sports person,175,180
2022,12,NC,Female,17,66.61,65.75,23,63.5,Car,8,0,43,None,April,Fall,Art,8,10,4,Undergraduate degree,Fly,Relative,169.2,167
2020,9,SD,Female,15,68.11,68.9,26,76,Car,12,0,41,Other,September,Summer,History,6,7,6,Graduate degree,Fly,Coach or club leader,173,175
2021,12,CA,Female,16,63.98,68.11,20,85,Car,1,0,51,Dancing,October,Summer,Mathematics and statistics,4,6,4,Graduate degree,Telepathy,Doctor or nurse,162.5,173
